names,description,rating,coord x0,coord x1,coord y0,coord y1
all_within,,0,0.0,-1.0,0.0,-1.0
all_without,,0,0.0,612.0,0.0,344.0
Tree,Tree,0,26.0,87.0,121.0,215.0
Tree,Tree,0,541.0,607.0,49.0,225.0
Tree,Tree,0,325.0,342.0,143.0,174.0
Tree,Tree,0,72.0,578.0,53.0,285.0
Tree,Tree,0,315.0,581.0,75.0,219.0
Tree,Tree,0,260.0,284.0,144.0,216.0
Tree,Tree,0,255.0,274.0,144.0,214.0
Tree,Tree,0,87.0,126.0,142.0,220.0
Tree,Tree,0,292.0,325.0,143.0,180.0
Tree,Tree,0,78.0,131.0,128.0,232.0
Tree,Tree,0,48.0,125.0,120.0,223.0
Tree,Tree,0,237.0,253.0,137.0,214.0
Tree,Tree,0,241.0,258.0,140.0,214.0
