names,description,rating,coord x0,coord x1,coord y0,coord y1
all_within,,0,0.0,-1.0,0.0,-1.0
all_without,,0,0.0,612.0,0.0,408.0
Truck,Truck,0,129.0,539.0,180.0,367.0
Wheel,Wheel,0,481.0,502.0,316.0,345.0
Wheel,Wheel,0,458.0,478.0,316.0,346.0
Wheel,Wheel,0,430.0,453.0,316.0,348.0
Wheel,Wheel,0,300.0,325.0,315.0,356.0
Wheel,Wheel,0,233.0,260.0,316.0,361.0
Bus,Bus,0,132.0,554.0,181.0,356.0
Tree,Tree,0,540.0,590.0,209.0,304.0
Tree,Tree,0,583.0,611.0,217.0,301.0
Wheel,Wheel,0,143.0,168.0,351.0,362.0
Tree,Tree,0,19.0,115.0,200.0,310.0
