names,description,rating,coord x0,coord x1,coord y0,coord y1
all_within,,0,0.0,-1.0,0.0,-1.0
all_without,,0,0.0,612.0,0.0,408.0
Sea turtle,Sea turtle,0,198.0,495.0,172.0,408.0
Fish,Fish,0,591.0,611.0,175.0,224.0
Fish,Fish,0,428.0,475.0,82.0,136.0
Fish,Fish,0,286.0,392.0,55.0,91.0
Fish,Fish,0,364.0,481.0,131.0,210.0
Fish,Fish,0,261.0,339.0,138.0,173.0
Fish,Fish,0,266.0,347.0,89.0,126.0
Fish,Fish,0,291.0,426.0,53.0,110.0
Fish,Fish,0,475.0,521.0,85.0,144.0
Fish,Fish,0,490.0,542.0,135.0,179.0
Fish,Fish,0,491.0,532.0,166.0,187.0
Fish,Fish,0,551.0,590.0,207.0,234.0
Fish,Fish,0,299.0,391.0,141.0,189.0
Fish,Fish,0,188.0,266.0,146.0,174.0
Fish,Fish,0,509.0,555.0,180.0,217.0
Tortoise,Tortoise,0,196.0,496.0,169.0,407.0
Fish,Fish,0,561.0,585.0,172.0,196.0
Fish,Fish,0,464.0,499.0,177.0,216.0
Fish,Fish,0,577.0,610.0,142.0,162.0
Fish,Fish,0,467.0,524.0,207.0,262.0
